,Country,IdYear,NACE,IA_Adoption,GDPCap,Educ_Rate,Unemp_Rate,Share_Sector,RTI,NRA,NRI,RC,RM,NRM,Mean_RTI
23,Belgium,23,D,0.0,44120.0,0.5035828909388184,0.055,0.00616184855456637,-0.3335064935064935,0.29305194805194806,0.22555194805194806,0.2702922077922078,0.06483766233766233,0.14626623376623377,-0.3793245987012987
24,Belgium,23,E,0.007744666666666666,44120.0,0.5035828909388184,0.055,0.006301890567170151,-0.26530158730158726,0.1648888888888889,0.14107936507936508,0.22946031746031745,0.13923809523809524,0.32533333333333336,-0.3116989812698413
25,Belgium,23,F,0.016921375,44120.0,0.5035828909388184,0.055,0.06655996799039712,-0.26681995792004815,0.15097385031559965,0.10163210099188458,0.17588518184550647,0.18891493838292758,0.3825939284640818,-0.3562707940787497
26,Belgium,23,G,0.019930904761904757,44120.0,0.5035828909388184,0.055,0.12151645493648094,-0.4241504774448469,0.1581494896279223,0.2095373724069806,0.2254082976621666,0.06192953572604544,0.34127922291735263,-0.44128425642081
27,Belgium,23,H,0.01867012499999999,44120.0,0.5035828909388184,0.055,0.0544963489046714,-0.009794419970631421,0.11862334801762114,0.1294309838472834,0.2873421439060206,0.2094456681350955,0.25473201174743026,-0.025724877422907494
28,Belgium,23,I,0.020515571428571428,44120.0,0.5035828909388184,0.055,0.03859157747324197,-0.5861223431829964,0.12581648522550548,0.2177138413685848,0.16652669777086573,0.03884914463452566,0.4457128045619492,-0.5907915725246242
29,Belgium,23,J,0.06762073333333334,44120.0,0.5035828909388184,0.055,0.040652195658697605,-0.674212598425197,0.4754232283464567,0.31332677165354333,0.15151574803149606,0.012942913385826774,0.0466732283464567,-0.6841943504429134
30,Belgium,23,L,0.013165857142857144,44120.0,0.5035828909388184,0.055,0.007762328698609582,-0.3337371134020618,0.28654639175257735,0.2642010309278351,0.3174484536082474,0.01914948453608247,0.11159793814432989,-0.36161252577319586
31,Belgium,23,M,0.06624038461538462,44120.0,0.5035828909388184,0.055,0.06631989596879063,-0.6417737556561087,0.4644675716440423,0.30736349924585227,0.16821417797888386,0.012781297134238312,0.04717345399698341,-0.654115417948718
32,Belgium,23,N,0.0208478125,44120.0,0.5035828909388184,0.055,0.060338101430429135,-0.5081167108753315,0.1322049071618037,0.13966180371352785,0.1810676392572944,0.06566312997347479,0.48064655172413784,-0.5528846392904508
33,Belgium,23,S,0.047619,44120.0,0.5035828909388184,0.055,0.01984595378613584,-0.5091028225806451,0.1982358870967742,0.24462701612903223,0.21908266129032256,0.02533266129032258,0.3081854838709678,-0.5107856640120968
34,Belgium,24,C,0.08153937999999998,44300.0,0.500331252133063,0.057,0.11381419549588911,-0.2634165067178503,0.21543011690804395,0.16627464665852382,0.19934740882917465,0.16950793927761296,0.24908392950619435,-0.3000325151805968
35,Belgium,24,D,0.10204066666666667,44300.0,0.500331252133063,0.057,0.005779084084680463,-0.3502405498281787,0.30446735395189,0.2363573883161512,0.26941580756013744,0.05769759450171821,0.1320618556701031,-0.39409503573883164
36,Belgium,24,E,0.03121,44300.0,0.500331252133063,0.057,0.007308257536640585,-0.3016576086956522,0.17597826086956522,0.14649456521739132,0.2167663043478261,0.13380434782608697,0.3269565217391305,-0.3470779483695653
37,Belgium,24,F,0.0245245,44300.0,0.500331252133063,0.057,0.06817730468284545,-0.27395281095251967,0.15839207690066998,0.10849402854646083,0.1777658025050976,0.1837285173317798,0.3716195747159919,-0.360383728662977
38,Belgium,24,G,0.047120772727272726,44300.0,0.500331252133063,0.057,0.12036779600428964,-0.4377577957432767,0.15732882362646428,0.20780069295495796,0.21596766210196336,0.06424517406368586,0.35081339712918663,-0.45436218051476657
39,Belgium,24,H,0.033670624999999996,44300.0,0.500331252133063,0.057,0.05580490129880447,-0.04778647686832739,0.12275088967971531,0.13121352313167262,0.27348754448398577,0.20402491103202847,0.2679715302491103,-0.06510565384341635
40,Belgium,24,I,0.018672583333333322,44300.0,0.500331252133063,0.057,0.03779242959844303,-0.5845349448239622,0.12970047293746714,0.21500262743037307,0.1654230162900683,0.041093011035207565,0.4437519705727799,-0.5914535589069889
41,Belgium,24,J,0.10497581818181817,44300.0,0.500331252133063,0.057,0.04071176073400326,-0.7283560975609756,0.497409756097561,0.3236487804878049,0.1284829268292683,0.008765853658536585,0.0415219512195122,-0.7352370472195122
42,Belgium,24,L,0.0083456,44300.0,0.500331252133063,0.057,0.006176271994280494,-0.32067524115755625,0.2957234726688103,0.26466237942122184,0.32389067524115756,0.01954983922829582,0.0954662379421222,-0.3506969122186495
43,Belgium,24,M,0.09071058333333333,44300.0,0.500331252133063,0.057,0.06416570679588512,-0.6602847415660786,0.4726462395543175,0.311173011451563,0.1601485608170845,0.01148560817084494,0.04448467966573817,-0.6712228680903745
44,Belgium,24,N,0.048690384615384594,44300.0,0.500331252133063,0.057,0.060154108908924815,-0.5185176625949158,0.12825685044569166,0.13718719049191153,0.17135358204027734,0.07011554968636513,0.49233410366457586,-0.5632220391878509
45,Belgium,24,S,0.05102042857142857,44300.0,0.500331252133063,0.057,0.02134885014100171,-0.537860465116279,0.21971162790697676,0.2485953488372093,0.19534883720930235,0.03497674418604651,0.2972186046511628,-0.5413395660465117
46,Bulgaria,23,C,0.006602416666666667,10970.0,0.34025587411843927,0.043,0.1863585668479019,-0.17658313072751075,0.1080867776323172,0.07998877875444174,0.14945576959042453,0.2613128857303161,0.40091079109781186,-0.22274015995885546
47,Bulgaria,23,D,0.0,10970.0,0.34025587411843927,0.043,0.009131465216785166,-0.3426717557251909,0.253969465648855,0.1706106870229008,0.1767175572519084,0.15225190839694658,0.24645038167938935,-0.3961142698473283
48,Bulgaria,23,E,0.0,10970.0,0.34025587411843927,0.043,0.008713230168688137,-0.21319999999999997,0.06916,0.07108,0.21208000000000002,0.18136,0.46632,-0.2767749008
49,Bulgaria,23,F,0.0,10970.0,0.34025587411843927,0.043,0.08566847901854176,-0.3941375101708706,0.1089625711960944,0.07294141578519121,0.12112286411716844,0.18029698942229455,0.5166761594792515,-0.4738856432465419
50,Bulgaria,23,G,0.0065829999999999994,10970.0,0.34025587411843927,0.043,0.17004739997211768,-0.49083418733347006,0.13680057388809186,0.21790325886452144,0.1905308464849354,0.06218692354990776,0.387276081164173,-0.49350239368723103
51,Bulgaria,23,H,0.0024845,10970.0,0.34025587411843927,0.043,0.07033319392165063,0.03707631318136771,0.09956888007928644,0.09636769078295343,0.20726461843409316,0.31221506442021807,0.28418731417244797,0.034468549306243774
52,Bulgaria,23,I,0.0020406666666666668,10970.0,0.34025587411843927,0.043,0.05098982294716298,-0.5645727956254272,0.09421052631578947,0.21638414217361585,0.1910184552289815,0.02465481886534518,0.46750512645249487,-0.5637534318523582
53,Bulgaria,23,J,0.04482966666666667,10970.0,0.34025587411843927,0.043,0.04119615223755751,-0.7398815566835871,0.5035279187817259,0.32060067681895094,0.1257698815566836,0.005431472081218275,0.04439932318104907,-0.7427977868020305
54,Bulgaria,23,L,0.0,10970.0,0.34025587411843927,0.043,0.004670291370416841,-0.39,0.33,0.27,0.29,0.02,0.09,-0.4363441
55,Bulgaria,23,M,0.03310183333333334,10970.0,0.34025587411843927,0.043,0.03886100655234909,-0.7322600896860988,0.5001614349775786,0.3148340807174888,0.12189237668161436,0.013291479820627804,0.04982062780269059,-0.7426225680717491
56,Bulgaria,23,N,0.00675025,10970.0,0.34025587411843927,0.043,0.0307751289558065,-0.4710985277463194,0.07653454133635335,0.16812004530011326,0.20960362400906005,0.05360135900339751,0.48771234428086074,-0.4830982610419027
57,Bulgaria,23,S,0.0,10970.0,0.34025587411843927,0.043,0.017984107068172314,-0.5255426356589147,0.16682170542635658,0.2371705426356589,0.19874031007751936,0.0364922480620155,0.3553294573643411,-0.5296874478682171
58,Bulgaria,24,C,0.018126105263157895,11300.0,0.37514180374361883,0.042,0.17629296724131877,-0.19898227444732125,0.12341764588727344,0.09170085640310698,0.1524536944831707,0.24728340967934676,0.3848874726150169,-0.24572414971121295
59,Bulgaria,24,D,0.0744829999999999,11300.0,0.37514180374361883,0.042,0.010357782381236615,-0.37023728813559326,0.27935593220338983,0.18522033898305085,0.1706101694915254,0.14477966101694914,0.22003389830508477,-0.4149095806779662
60,Bulgaria,24,E,0.0,11300.0,0.37514180374361883,0.042,0.005477335767704786,-0.24173076923076925,0.037500000000000006,0.05230769230769231,0.2351923076923077,0.1430769230769231,0.5319230769230769,-0.32767376346153854
61,Bulgaria,24,F,0.0,11300.0,0.37514180374361883,0.042,0.08244092552930024,-0.38818994889267455,0.1184710391822828,0.079778534923339,0.12434412265758091,0.18012350936967633,0.49728279386712093,-0.4674007482964225
62,Bulgaria,24,G,0.021530375,11300.0,0.37514180374361883,0.042,0.17857519047786244,-0.4962780180888714,0.14973456547384978,0.22300235941801025,0.19028509634290208,0.05991938655131733,0.3719838773102635,-0.5015005023397563
63,Bulgaria,24,H,0.0159175,11300.0,0.37514180374361883,0.042,0.06941469751764334,0.04938290338897319,0.10187152250885181,0.09573090541224077,0.20775417298937787,0.3179868487607487,0.2763732928679818,0.0478824507840162
64,Bulgaria,24,I,0.013313499999999999,11300.0,0.37514180374361883,0.042,0.049366244162775186,-0.5530938833570413,0.1167923186344239,0.2270199146514936,0.19891180654338547,0.0230298719772404,0.4284352773826458,-0.5540879993598863
65,Bulgaria,24,J,0.10012,11300.0,0.37514180374361883,0.042,0.04213335205926759,-0.7539166666666666,0.5189166666666666,0.3242333333333334,0.11926666666666666,0.005133333333333333,0.03244999999999999,-0.7586251528333332
66,Bulgaria,24,L,0.0,11300.0,0.37514180374361883,0.042,0.004950668866963941,-0.39,0.33,0.27,0.29,0.02,0.09,-0.4363441
67,Bulgaria,24,M,0.062764,11300.0,0.37514180374361883,0.042,0.04125557389136617,-0.7374553191489363,0.5120510638297872,0.3231489361702128,0.12717446808510638,0.00556595744680851,0.032059574468085106,-0.7429326338723403
68,Bulgaria,24,N,0.005431,11300.0,0.37514180374361883,0.042,0.026298233910326187,-0.5025901201602135,0.08678237650200266,0.17141522029372494,0.20913217623497996,0.038544726301735645,0.4899198931909212,-0.519114467423231
69,Bulgaria,24,S,0.0,11300.0,0.37514180374361883,0.042,0.019978231101436046,-0.5855536028119508,0.1750615114235501,0.2446572934973638,0.1717750439367311,0.0332688927943761,0.3694727592267135,-0.588376281546573
70,Croatia,23,C,0.0503244358974359,16060.0,0.32706222865412443,0.061,0.17029304490001257,-0.20969350073855242,0.15226735598227473,0.11707533234859674,0.1760635155096012,0.21862998522895125,0.3355686853766618,-0.25581071632200886
71,Croatia,23,D,0.026044,16060.0,0.32706222865412443,0.061,0.006854483712740536,-0.2888073394495413,0.24394495412844036,0.18045871559633028,0.25871559633027524,0.09752293577981652,0.21935779816513762,-0.34902737981651377
72,Croatia,23,E,0.020722,16060.0,0.32706222865412443,0.061,0.018991321846308643,-0.32165562913907286,0.12082781456953642,0.09768211920529801,0.1646026490066225,0.17480132450331126,0.4420860927152318,-0.37414189337748344
73,Croatia,23,F,0.00765375,16060.0,0.32706222865412443,0.061,0.07571374669852848,-0.31632059800664447,0.1430564784053156,0.09917774086378736,0.1430564784053156,0.19749169435215946,0.41721760797342194,-0.39523702009966777
74,Croatia,23,G,0.020332454545454546,16060.0,0.32706222865412443,0.061,0.14394415796755125,-0.44065093927479243,0.13972477064220182,0.2157929226736566,0.21913499344692008,0.058990825688073394,0.36140672782874617,-0.4467831811271298
75,Croatia,23,H,0.01895375,16060.0,0.32706222865412443,0.061,0.0639542195950195,0.03727630285152408,0.11324483775811209,0.11927236971484759,0.27739429695181905,0.24267453294001967,0.24704031465093412,0.02253752527040316
76,Croatia,23,I,0.021147,16060.0,0.32706222865412443,0.061,0.06030687963778141,-0.5675808133472368,0.127570385818561,0.23724713242961415,0.1857455683003128,0.028248175182481752,0.41477580813347237,-0.5601559717413973
77,Croatia,23,J,0.10278925,16060.0,0.32706222865412443,0.061,0.03867438058105899,-0.7205203252032522,0.49167479674796755,0.3120325203252033,0.12481300813008131,0.016276422764227645,0.05520325203252033,-0.7331809175609757
78,Croatia,23,L,0.01732825,16060.0,0.32706222865412443,0.061,0.001949440321972079,-0.574516129032258,0.4009677419354839,0.31967741935483873,0.20483870967741932,0.012903225806451613,0.06161290322580645,-0.6170639161290323
79,Croatia,23,M,0.0633292,16060.0,0.32706222865412443,0.061,0.04936485976606716,-0.5935286624203822,0.4397707006369427,0.30490445859872617,0.19415286624203823,0.011464968152866243,0.04970700636942675,-0.6077717620382165
80,Croatia,23,N,0.0297172,16060.0,0.32706222865412443,0.061,0.024525216953842282,-0.5757948717948718,0.15792307692307692,0.1812820512820513,0.17138461538461539,0.040999999999999995,0.44599999999999995,-0.6057416112820513
81,Croatia,24,C,0.0836688108108108,16690.0,0.34000846996188516,0.05,0.16186897763771896,-0.22314488955447398,0.16837888431299142,0.12688131785847995,0.17969299887682513,0.20853612879071504,0.31623736428304,-0.27015832965181574
82,Croatia,24,D,0.0,16690.0,0.34000846996188516,0.05,0.006908672201684747,-0.1528070175438596,0.2044736842105263,0.16956140350877194,0.32929824561403503,0.09526315789473684,0.20140350877192983,-0.20893803333333333
83,Croatia,24,E,0.025494666666666665,16690.0,0.34000846996188516,0.05,0.01999878795224532,-0.2915151515151515,0.1503030303030303,0.11415151515151516,0.1811212121212121,0.17357575757575758,0.3808484848484849,-0.33366784818181816
84,Croatia,24,F,0.010979,16690.0,0.34000846996188516,0.05,0.07411672019877584,-0.33197056418642684,0.15747342600163533,0.1106868356500409,0.14739165985282093,0.1856009811937858,0.3988470973017171,-0.4081828080130826
85,Croatia,24,G,0.026086153846153846,16690.0,0.34000846996188516,0.05,0.14362765892976184,-0.4394514767932489,0.14629957805907173,0.22054008438818562,0.22354008438818562,0.05533755274261603,0.34937974683544304,-0.44505134632911386
86,Croatia,24,H,0.02568833333333333,16690.0,0.34000846996188516,0.05,0.06532937397733472,0.020287569573283842,0.12648423005565862,0.12553803339517625,0.27389610389610386,0.23785714285714285,0.23592764378478662,0.005111354174397058
87,Croatia,24,I,0.0350325,16690.0,0.34000846996188516,0.05,0.06623840979334586,-0.5727996340347666,0.1379231473010064,0.23399817017383348,0.1803659652333028,0.031463860933211345,0.41044830741079597,-0.5721892406221409
88,Croatia,24,J,0.14745691666666666,16690.0,0.34000846996188516,0.05,0.04454275498454639,-0.7278095238095238,0.4877006802721088,0.3159455782312925,0.12365986394557822,0.013931972789115649,0.05861224489795918,-0.7406136134693877
89,Croatia,24,L,0.02913075,16690.0,0.34000846996188516,0.05,0.0012120477546815344,-0.39,0.33,0.27,0.29,0.02,0.09,-0.4363441
90,Croatia,24,M,0.10400090909090909,16690.0,0.34000846996188516,0.05,0.051633234349433364,-0.5089084507042254,0.40097417840375593,0.28847417840375594,0.229424882629108,0.01863849765258216,0.062488262910798134,-0.5276936638497652
91,Croatia,24,N,0.043270333333333334,16690.0,0.34000846996188516,0.05,0.023756135991758073,-0.5836734693877551,0.18520408163265306,0.2025765306122449,0.17252551020408163,0.036173469387755106,0.4010969387755102,-0.611009556377551
92,Croatia,24,S,0.08649375,16690.0,0.34000846996188516,0.05,0.02272589540027877,-0.47909333333333337,0.1686933333333333,0.21578666666666668,0.17789333333333332,0.08058666666666667,0.35248,-0.4897170696
93,Cyprus,23,C,0.017854580645161287,28670.0,0.5224525043177893,0.057999999999999996,0.06373907482413131,-0.30026755852842807,0.1482943143812709,0.11354515050167223,0.16806020066889632,0.18096989966555185,0.388695652173913,-0.3579854615384615
94,Cyprus,23,E,0.0055925,28670.0,0.5224525043177893,0.057999999999999996,0.006608399062033681,-0.32129032258064505,0.08806451612903225,0.08161290322580646,0.14387096774193547,0.1967741935483871,0.48967741935483866,-0.3601905967741935
95,Cyprus,23,F,0.0032772499999999998,28670.0,0.5224525043177893,0.057999999999999996,0.08484331698998082,-0.2969597989949748,0.14542713567839194,0.09592964824120602,0.16449748743718592,0.18542713567839192,0.4087185929648241,-0.37752370603015073
96,Cyprus,23,G,0.0067829,28670.0,0.5224525043177893,0.057999999999999996,0.16435727989767637,-0.41634241245136194,0.1246822308690013,0.196757457846952,0.21989623865110247,0.07053177691309988,0.3836835278858625,-0.4290239395590143
97,Cyprus,23,H,0.017523,28670.0,0.5224525043177893,0.057999999999999996,0.04028991686207631,-0.12492063492063495,0.1916931216931217,0.18063492063492068,0.3018518518518519,0.13825396825396827,0.18724867724867728,-0.14249203068783067
98,Cyprus,23,I,0.008573833333333334,28670.0,0.5224525043177893,0.057999999999999996,0.08249840119377531,-0.5324806201550387,0.07356589147286821,0.1881912144702842,0.18728682170542635,0.04436692506459948,0.5009302325581395,-0.5396591134366925
99,Cyprus,23,J,0.06869125,28670.0,0.5224525043177893,0.057999999999999996,0.056277979108931994,-0.6199621212121212,0.4543560606060606,0.2979545454545455,0.1621212121212121,0.02950757575757576,0.05606060606060606,-0.6316898962121212
100,Cyprus,23,L,0.0097825,28670.0,0.5224525043177893,0.057999999999999996,0.005329354082285227,-0.1692,0.2604,0.2436,0.39559999999999995,0.0248,0.0756,-0.210331684
101,Cyprus,23,M,0.025121846153846154,28670.0,0.5224525043177893,0.057999999999999996,0.08015348539756981,-0.5461968085106383,0.41226063829787235,0.28428191489361704,0.21425531914893617,0.014973404255319149,0.07422872340425532,-0.5630617037234042
102,Cyprus,23,N,0.0236673,28670.0,0.5224525043177893,0.057999999999999996,0.03218929865700277,-0.34258278145695364,0.0856953642384106,0.14761589403973513,0.27655629139072846,0.05298013245033113,0.43543046357615894,-0.3751558735099338
103,Cyprus,24,C,0.0177362,29180.0,0.5259243518912027,0.049,0.0627104377104377,-0.28969798657718127,0.17117449664429535,0.1309731543624161,0.17976510067114093,0.17486577181208054,0.3427852348993289,-0.3427067533557048
104,Cyprus,24,D,0.25,29180.0,0.5259243518912027,0.049,0.004208754208754209,-0.057999999999999996,0.139,0.137,0.354,0.11800000000000001,0.252,-0.13094674
105,Cyprus,24,E,0.0,29180.0,0.5259243518912027,0.049,0.00441919191919192,-0.562857142857143,0.15714285714285714,0.13904761904761906,0.16428571428571426,0.05666666666666667,0.4828571428571429,-0.6252204380952382
106,Cyprus,24,F,0.00597175,29180.0,0.5259243518912027,0.049,0.0925925925925926,-0.30220454545454545,0.1493181818181818,0.09702272727272726,0.1595681818181818,0.18763636363636363,0.40645454545454546,-0.38384023386363636
107,Cyprus,24,G,0.011609416666666665,29180.0,0.5259243518912027,0.049,0.16329966329966328,-0.41247422680412377,0.14195876288659795,0.20216494845360827,0.22282216494845364,0.069819587628866,0.35909793814433,-0.4263392057989691
108,Cyprus,24,H,0.018187750000000003,29180.0,0.5259243518912027,0.049,0.04692760942760943,-0.07179372197309417,0.17995515695067266,0.17345291479820626,0.3024663677130045,0.16417040358744395,0.17959641255605382,-0.08569156547085202
109,Cyprus,24,I,0.019846,29180.0,0.5259243518912027,0.049,0.08501683501683502,-0.5405940594059406,0.0777970297029703,0.18745049504950495,0.18344059405940596,0.044207920792079206,0.5015841584158416,-0.5474231888613861
110,Cyprus,24,J,0.1468235,29180.0,0.5259243518912027,0.049,0.05366161616161616,-0.5935686274509805,0.43145098039215685,0.2811764705882353,0.15572549019607843,0.04898039215686274,0.08266666666666667,-0.6052969819607843
111,Cyprus,24,L,0.01048825,29180.0,0.5259243518912027,0.049,0.00505050505050505,-0.39,0.33,0.27,0.29,0.02,0.09,-0.4363441
112,Cyprus,24,M,0.11847466666666666,29180.0,0.5259243518912027,0.049,0.08186026936026936,-0.5832390745501285,0.4237017994858612,0.2930591259640103,0.19760925449871466,0.013033419023136246,0.07244215938303342,-0.5992638917737789
113,Cyprus,24,N,0.04029324999999999,29180.0,0.5259243518912027,0.049,0.027146464646464644,-0.31751937984496126,0.07891472868217056,0.1494573643410853,0.29054263565891475,0.05162790697674419,0.42751937984496124,-0.34994344728682175
114,Cyprus,24,S,0.1666665,29180.0,0.5259243518912027,0.049,0.026304713804713806,-0.49832000000000004,0.12024,0.23464,0.22392,0.02432,0.39016,-0.4890652728
115,Czechia,23,C,0.021314166666666662,21660.0,0.27051510132302725,0.026000000000000002,0.2527874426696189,-0.17447329318839447,0.1419551106592633,0.10534605458668961,0.1807796981309142,0.2315726910143114,0.34021506217251896,-0.22323917188550874
116,Czechia,23,D,0.021395,21660.0,0.27051510132302725,0.026000000000000002,0.010398544994464654,-0.29547528517110266,0.23956273764258554,0.18222433460076046,0.22752851711026614,0.1256083650190114,0.22486692015209125,-0.3431458342205323
117,Czechia,23,E,0.012152333333333334,21660.0,0.27051510132302725,0.026000000000000002,0.01186145816859086,-0.2421,0.14575,0.1266,0.1856833333333333,0.19416666666666665,0.34753333333333336,-0.2740302015
118,Czechia,23,F,0.004401666666666667,21660.0,0.27051510132302725,0.026000000000000002,0.07763324371342717,-0.29342500636618285,0.1583728036669213,0.1024166030048383,0.1525362872421696,0.19889992360580597,0.38774637127578315,-0.37771696518971226
119,Czechia,23,G,0.01523623076923077,21660.0,0.27051510132302725,0.026000000000000002,0.10898703147240234,-0.43169961908216953,0.14045710139669873,0.2079502992925812,0.20651913658625068,0.07599129330672955,0.36434427716306916,-0.439381976237983
120,Czechia,23,H,0.011044749999999975,21660.0,0.27051510132302725,0.026000000000000002,0.06197611893088724,0.12903030303030302,0.0875757575757576,0.10120574162679427,0.2807464114832536,0.28488995215311,0.24516108452950555,0.12272641001594897
121,Czechia,23,I,0.009541333333333334,21660.0,0.27051510132302725,0.026000000000000002,0.03202593705519532,-0.5415925925925925,0.09598765432098766,0.22100617283950613,0.19458024691358022,0.032172839506172835,0.4496296296296296,-0.5348762817901235
122,Czechia,23,J,0.0721959,21660.0,0.27051510132302725,0.026000000000000002,0.03746243871579946,-0.6734722955145119,0.4709445910290237,0.3079313984168865,0.15224802110817942,0.012786279683377309,0.0560263852242744,-0.6865534162005276
123,Czechia,23,L,0.012289499999999976,21660.0,0.27051510132302725,0.026000000000000002,0.008935631820338446,-0.5049336283185841,0.3182300884955753,0.2726327433628319,0.2213716814159292,0.029004424778761063,0.15776548672566373,-0.5397103241150443
124,Czechia,23,M,0.032721153846153844,21660.0,0.27051510132302725,0.026000000000000002,0.0559267752649059,-0.5849063273241428,0.4365005302226936,0.29581831035701667,0.19317073170731705,0.01650759985860728,0.05797808412866738,-0.5997090614351361
125,Czechia,23,N,0.0160222,21660.0,0.27051510132302725,0.026000000000000002,0.023525225367705203,-0.4114453781512605,0.14052941176470587,0.1770924369747899,0.21154621848739497,0.08273109243697478,0.3857142857142857,-0.43476453781512603
